time,unix1,unix2,unix3,unix4,unix5,unix6,unix7,unix8
21:09:07.762,24.6086,28.0405,29.2768,39.3419,145.363,146.546,145.068,145.006
21:09:07.786,24.6088,28.0395,29.2771,39.3417,145.362,146.544,145.068,145.006
21:09:07.809,24.6089,28.0405,29.2774,39.3416,145.362,146.545,145.068,145.007
21:09:07.823,24.609,28.0415,29.2777,39.3414,145.362,146.543,145.068,145.007
21:09:07.836,24.6101,28.0423,29.2779,39.3413,145.362,146.544,145.067,145.007
21:09:07.853,24.6081,28.0431,29.2761,39.3411,145.362,146.545,145.066,145.005
21:09:07.883,24.6083,28.0438,29.2745,39.341,145.361,146.545,145.067,145.004
21:09:07.908,24.6095,28.0424,29.2751,39.3409,145.361,146.546,145.066,145.005
21:09:07.930,24.6095,28.0432,29.2736,39.3388,145.361,146.546,145.066,145.004
21:09:07.954,24.6096,28.0438,29.2742,39.3389,145.361,146.544,145.067,145.005
21:09:07.976,24.6076,28.0445,29.2748,39.3391,145.361,146.545,145.067,145.005
21:09:08.002,24.6078,28.045,29.2733,39.3391,145.361,146.544,145.067,145.006
21:09:08.026,24.6081,28.0455,29.274,39.3402,145.361,146.544,145.068,145.006
21:09:08.038,24.6083,28.046,29.2746,39.3402,145.361,146.545,145.068,145.007
21:09:08.054,24.6084,28.0464,29.2751,39.3402,145.363,146.545,145.068,145.007
21:09:08.078,24.6086,28.0467,29.2736,39.3402,145.362,146.546,145.067,145.006
21:09:08.105,24.6087,28.0471,29.2742,39.3412,145.362,146.546,145.067,145.007
21:09:08.130,24.6089,28.0454,29.2728,39.341,145.362,146.547,145.067,145.007
21:09:08.156,24.609,28.0438,29.2715,39.3409,145.362,146.547,145.066,145.007
21:09:08.181,24.6091,28.0424,29.2724,39.3418,145.362,146.545,145.067,145.008
21:09:08.199,24.6092,28.0412,29.2711,39.3417,145.361,146.546,145.067,145.008
21:09:08.213,24.6092,28.0441,29.272,39.3415,145.361,146.546,145.066,145.007
21:09:08.233,24.6093,28.0447,29.2708,39.3413,145.361,146.545,145.066,145.006
21:09:08.268,24.6104,28.0452,29.2717,39.3422,145.363,146.545,145.068,145.007
21:09:08.291,24.6104,28.0437,29.2706,39.342,145.363,146.546,145.068,145.006
21:09:08.316,24.6103,28.0443,29.2725,39.3418,145.364,146.547,145.068,145.006
21:09:08.330,24.6113,28.0429,29.2733,39.3426,145.364,146.545,145.068,145.007
21:09:08.343,24.6112,28.0436,29.2739,39.3424,145.366,146.546,145.067,145.007
21:09:08.366,24.611,28.0442,29.2745,39.3421,145.367,146.546,145.069,145.009
21:09:08.380,24.6109,28.0448,29.2751,39.3399,145.368,146.547,145.071,145.009
21:09:08.403,24.6108,28.0433,29.2766,39.3409,145.368,146.547,145.073,145.01
21:09:08.417,24.6108,28.042,29.2769,39.3408,145.367,146.547,145.072,145.01
21:09:08.432,24.6107,28.0408,29.2752,39.3407,145.366,146.548,145.072,145.01
21:09:08.452,24.6106,28.0417,29.2737,39.3407,145.365,146.55,145.071,145.01
21:09:08.477,24.6116,28.0425,29.2743,39.3406,145.363,146.55,145.071,145.01
21:09:08.503,24.6114,28.0433,29.2749,39.3405,145.363,146.55,145.071,145.01
21:09:08.518,24.6113,28.042,29.2734,39.3405,145.362,146.55,145.071,145.01
21:09:08.532,24.6111,28.0428,29.2721,39.3414,145.362,146.548,145.071,145.01
21:09:08.553,24.611,28.0435,29.2729,39.3413,145.362,146.548,145.071,145.009
21:09:08.577,24.6109,28.0441,29.2716,39.3412,145.362,146.548,145.073,145.009
21:09:08.593,24.6108,28.0467,29.2724,39.341,145.362,146.548,145.072,145.009
21:09:08.617,24.6107,28.0471,29.2732,39.3409,145.361,146.549,145.072,145.008
21:09:08.633,24.6117,28.0453,29.2739,39.3408,145.359,146.547,145.071,145.008
21:09:08.652,24.6115,28.0438,29.2755,39.3408,145.361,146.545,145.071,145.008
21:09:08.677,24.6094,28.0444,29.2759,39.3387,145.363,146.546,145.071,145.009
21:09:08.693,24.6104,28.045,29.2743,39.3388,145.365,146.547,145.071,145.008
21:09:08.717,24.6104,28.0455,29.2729,39.3389,145.364,146.548,145.071,145.01
21:09:08.741,24.6103,28.0459,29.2736,39.339,145.366,146.548,145.071,145.01
21:09:08.764,24.6113,28.0463,29.2743,39.3391,145.363,146.549,145.07,145.009
21:09:08.785,24.6122,28.0467,29.2758,39.3402,145.363,146.547,145.069,145.009
21:09:08.810,24.612,28.049,29.2772,39.3442,145.363,146.547,145.069,145.009
21:09:08.822,24.6118,28.0521,29.2815,39.3518,145.362,146.545,145.069,145.008
21:09:08.849,24.6116,28.0579,29.2894,39.3626,145.362,146.546,145.068,145.007
21:09:08.872,24.6124,28.0651,29.2994,39.3773,145.362,146.546,145.067,145.007
21:09:08.899,24.6122,28.0746,29.3135,39.4006,145.362,146.545,145.066,145.007
21:09:08.924,24.613,28.0882,29.3271,39.4325,145.362,146.543,145.066,145.007
21:09:08.950,24.6157,28.1023,29.3414,39.4743,145.363,146.544,145.065,145.007
21:09:08.973,24.6161,28.1161,29.3573,39.5229,145.363,146.544,145.065,145.007
21:09:09.000,24.6165,28.1285,29.3746,39.5816,145.365,146.543,145.064,145.007
21:09:09.013,24.6168,28.1426,29.3931,39.6484,145.364,146.542,145.065,145.007
21:09:09.038,24.6172,28.1554,29.4118,39.7166,145.364,146.543,145.065,145.006
21:09:09.064,24.6194,28.1708,29.4366,39.7959,145.365,146.543,145.065,145.006
21:09:09.090,24.6225,28.1878,29.4649,39.8883,145.365,146.544,145.064,145.006
21:09:09.115,24.6292,28.209,29.5005,39.9905,145.364,146.545,145.064,145.005
21:09:09.139,24.6393,28.2351,29.5414,40.1094,145.366,146.545,145.064,145.006
21:09:09.167,24.6554,28.2536,29.5903,40.2395,145.365,146.546,145.064,145.005
21:09:09.191,24.6759,28.2782,29.6482,40.3866,145.365,146.544,145.065,145.005
21:09:09.219,24.7023,28.3064,29.7144,40.5449,145.362,146.545,145.065,145.005
21:09:09.243,24.738,28.3468,29.792,40.7204,145.362,146.543,145.065,145.005
21:09:09.269,24.7782,28.3911,29.8788,40.9124,145.362,146.542,145.064,145.005
21:09:09.296,24.8254,28.445,29.9749,41.1171,145.362,146.541,145.064,145.005
21:09:09.322,24.8809,28.5045,30.0784,41.3334,145.362,146.542,145.064,145.004
21:09:09.346,24.9418,28.573,30.1926,41.5651,145.361,146.542,145.065,145.005
21:09:09.373,25.0096,28.6487,30.3163,41.8106,145.361,146.543,145.064,145.004
21:09:09.398,25.0876,28.7329,30.4497,42.0715,145.361,146.544,145.065,145.005
21:09:09.424,25.1699,28.8226,30.5927,42.3434,145.363,146.542,145.066,145.005
21:09:09.449,25.2609,28.9213,30.7454,42.628,145.363,146.543,145.066,145.006
21:09:09.473,25.3588,29.0272,30.9059,42.9232,145.362,146.544,145.066,145.006
21:09:09.500,25.4629,29.1405,31.0763,43.2289,145.364,146.545,145.067,145.007
21:09:09.524,25.5746,29.2584,31.2537,43.544,145.364,146.545,145.067,145.007
21:09:09.550,25.6942,29.3856,31.4403,43.8666,145.363,146.546,145.067,145.007
21:09:09.575,25.8218,29.521,31.6343,44.2049,145.363,146.546,145.068,145.008
