time,unix1,unix2,unix3,unix4,unix5,unix6,unix7,unix8
20:20:14.775,84.1209,44.479,88.1168,59.2147,145.33,146.523,145.03,144.974
20:20:14.803,84.1218,44.4811,88.1171,59.2143,145.33,146.523,145.031,144.974
20:20:14.823,84.1226,44.48,88.1164,59.2138,145.33,146.522,145.031,144.975
20:20:14.836,84.1214,44.482,88.1168,59.2135,145.33,146.522,145.029,144.975
20:20:14.861,84.1222,44.4818,88.1171,59.2131,145.33,146.522,145.03,144.976
20:20:14.876,84.123,44.4816,88.1174,59.2128,145.33,146.522,145.031,144.974
20:20:14.902,84.1237,44.4815,88.1176,59.2125,145.328,146.522,145.029,144.975
20:20:14.915,84.1243,44.4813,88.1169,59.2123,145.328,146.521,145.029,144.975
20:20:14.939,84.1249,44.4812,88.1172,59.213,145.329,146.521,145.029,144.974
20:20:14.963,84.1254,44.4811,88.1175,59.2127,145.33,146.521,145.029,144.972
20:20:14.985,84.1239,44.481,88.1177,59.2125,145.33,146.521,145.029,144.973
20:20:15.006,84.1245,44.4809,88.1199,59.2122,145.33,146.521,145.029,144.972
20:20:15.019,84.123,44.4808,88.12,59.212,145.33,146.521,145.029,144.971
20:20:15.034,84.1217,44.4807,88.12,59.2118,145.33,146.521,145.029,144.972
20:20:15.055,84.1226,44.4806,88.122,59.2116,145.33,146.521,145.029,144.972
20:20:15.075,84.1213,44.4806,88.1218,59.2115,145.33,146.521,145.03,144.973
20:20:15.094,84.1202,44.4805,88.1216,59.2113,145.33,146.521,145.03,144.974
20:20:15.119,84.1192,44.4825,88.1214,59.2092,145.331,146.52,145.031,144.976
20:20:15.143,84.1202,44.4812,88.1213,59.2103,145.331,146.521,145.031,144.977
20:20:15.156,84.1212,44.4801,88.1232,59.2102,145.331,146.521,145.031,144.977
20:20:15.175,84.1221,44.4801,88.1228,59.2102,145.331,146.522,145.03,144.979
20:20:15.199,84.1229,44.4801,88.1226,59.2102,145.331,146.523,145.03,144.979
20:20:15.215,84.1216,44.4801,88.1213,59.2112,145.331,146.523,145.03,144.98
20:20:15.235,84.1224,44.4821,88.1212,59.2121,145.33,146.522,145.03,144.98
20:20:15.256,84.1212,44.4839,88.1211,59.2128,145.331,146.522,145.03,144.98
20:20:15.275,84.1201,44.4825,88.1209,59.2126,145.331,146.522,145.03,144.98
20:20:15.295,84.1191,44.4812,88.1209,59.2123,145.331,146.522,145.03,144.98
20:20:15.315,84.1182,44.4801,88.1198,59.2121,145.331,146.522,145.03,144.978
20:20:15.335,84.1173,44.4801,88.1198,59.2129,145.331,146.521,145.028,144.978
20:20:15.355,84.1186,44.4801,88.1198,59.2136,145.332,146.522,145.028,144.978
20:20:15.375,84.1178,44.4801,88.1218,59.2132,145.333,146.522,145.029,144.978
20:20:15.395,84.117,44.4801,88.1217,59.2139,145.332,146.522,145.029,144.979
20:20:15.422,84.1163,44.4801,88.1185,59.2145,145.332,146.522,145.027,144.979
20:20:15.437,84.1156,44.4801,88.1176,59.2141,145.332,146.521,145.027,144.977
20:20:15.454,84.1151,44.48,88.1179,59.2137,145.333,146.522,145.027,144.977
20:20:15.474,84.1146,44.48,88.1201,59.2143,145.333,146.522,145.029,144.977
20:20:15.497,84.1161,44.48,88.1201,59.2119,145.333,146.522,145.029,144.978
20:20:15.521,84.1175,44.48,88.1201,59.2127,145.334,146.522,145.029,144.978
20:20:15.535,84.1168,44.482,88.1201,59.2104,145.333,146.522,145.029,144.978
20:20:15.555,84.1161,44.4818,88.1201,59.2104,145.333,146.521,145.029,144.978
20:20:15.579,84.1175,44.4816,88.122,59.2113,145.334,146.522,145.03,144.978
20:20:15.594,84.1167,44.4815,88.1218,59.2122,145.333,146.522,145.03,144.979
20:20:15.615,84.1161,44.4813,88.1217,59.212,145.333,146.522,145.03,144.979
20:20:15.639,84.1174,44.4812,88.1235,59.2148,145.334,146.523,145.03,144.979
20:20:15.655,84.1187,44.4831,88.1251,59.2173,145.333,146.523,145.03,144.979
20:20:15.679,84.1198,44.4828,88.1246,59.2196,145.331,146.523,145.03,144.979
20:20:15.705,84.1189,44.4825,88.1242,59.2216,145.332,146.523,145.031,144.979
20:20:15.719,84.115,44.4812,88.1198,59.2265,145.33,146.52,145.031,144.977
20:20:15.743,84.1095,44.4761,88.1138,59.2328,145.33,146.52,145.031,144.975
20:20:15.766,84.1015,44.4675,88.1054,59.2395,145.33,146.518,145.032,144.973
20:20:15.790,84.0894,44.4578,88.0949,59.2486,145.331,146.519,145.033,144.974
20:20:15.816,84.0754,44.446,88.0784,59.2607,145.331,146.52,145.032,144.974
20:20:15.841,84.0579,44.4304,88.0575,59.2746,145.332,146.52,145.032,144.975
20:20:15.865,84.0391,44.4113,88.0338,59.2872,145.331,146.52,145.033,144.975
20:20:15.889,84.0192,44.3912,88.0064,59.3045,145.331,146.52,145.033,144.974
20:20:15.915,83.9973,44.3701,87.9788,59.323,145.331,146.521,145.032,144.975
20:20:15.940,83.9745,44.3481,87.9419,59.3477,145.331,146.521,145.032,144.973
20:20:15.965,83.9531,44.3243,87.9077,59.3789,145.332,146.522,145.032,144.974
20:20:15.989,83.9318,44.3018,87.8719,59.4151,145.332,146.521,145.032,144.974
20:20:16.013,83.9106,44.2817,87.8377,59.4555,145.332,146.519,145.032,144.975
20:20:16.037,83.8915,44.2605,87.807,59.508,145.331,146.52,145.032,144.975
20:20:16.061,83.8744,44.2444,87.7753,59.5712,145.331,146.521,145.032,144.974
20:20:16.085,83.8609,44.23,87.7497,59.6421,145.331,146.522,145.032,144.975
20:20:16.111,83.8509,44.218,87.7278,59.7209,145.331,146.522,145.032,144.975
20:20:16.136,83.8428,44.2122,87.713,59.8088,145.331,146.522,145.032,144.976
20:20:16.160,83.8385,44.218,87.7047,59.9059,145.332,146.523,145.032,144.978
20:20:16.183,83.8396,44.2282,87.7022,60.0093,145.332,146.525,145.033,144.98
20:20:16.206,83.8437,44.2444,87.706,60.1234,145.333,146.526,145.034,144.98
20:20:16.229,83.8513,44.2629,87.7174,60.247,145.332,146.525,145.033,144.98
20:20:16.254,83.8632,44.2876,87.7377,60.3793,145.332,146.525,145.033,144.98
20:20:16.278,83.8779,44.3179,87.7619,60.5174,145.333,146.525,145.034,144.98
20:20:16.304,83.8961,44.3611,87.7947,60.6657,145.336,146.526,145.034,144.982
20:20:16.318,83.9195,44.412,87.8352,60.8201,145.336,146.526,145.034,144.984
20:20:16.340,83.9435,44.4588,87.8757,60.9671,145.336,146.526,145.034,144.984
20:20:16.364,83.9712,44.5139,87.9231,61.1294,145.336,146.526,145.033,144.983
20:20:16.388,84.0031,44.5745,87.9768,61.3014,145.335,146.525,145.033,144.983
20:20:16.414,84.0378,44.6391,88.0331,61.4803,145.335,146.526,145.033,144.983
20:20:16.438,84.079,44.7092,88.0998,61.6713,145.335,146.525,145.032,144.982
20:20:16.462,84.1241,44.7902,88.1738,61.8711,145.336,146.526,145.032,144.982
20:20:16.477,84.1707,44.8762,88.2555,62.078,145.335,146.525,145.032,144.98
20:20:16.501,84.2176,44.9586,88.3349,62.2742,145.336,146.526,145.033,144.978
20:20:16.524,84.2678,45.0497,88.4224,62.4808,145.335,146.525,145.032,144.978
20:20:16.549,84.3231,45.1448,88.5182,62.6937,145.335,146.525,145.032,144.978
20:20:16.573,84.3818,45.2443,88.6194,62.9143,145.334,146.524,145.032,144.978
20:20:16.600,84.4446,45.3519,88.7294,63.1419,145.335,146.524,145.032,144.979
20:20:16.624,84.5111,45.4617,88.8445,63.3757,145.334,146.523,145.032,144.977
20:20:16.648,84.583,45.5795,88.967,63.6181,145.334,146.524,145.032,144.977
20:20:16.672,84.6557,45.7016,89.0953,63.8643,145.333,146.524,145.03,144.975
20:20:16.696,84.7311,45.8254,89.2258,64.1109,145.331,146.523,145.028,144.974
20:20:16.721,84.812,45.9559,89.3662,64.3648,145.331,146.523,145.029,144.974
20:20:16.744,84.8958,46.0913,89.5096,64.6253,145.331,146.523,145.029,144.975
20:20:16.769,84.9842,46.2291,89.6566,64.8968,145.332,146.522,145.03,144.976
20:20:16.793,85.0748,46.3742,89.81,65.1751,145.332,146.522,145.028,144.974
20:20:16.818,85.1693,46.5218,89.97,65.4886,145.331,146.523,145.029,144.975
20:20:16.843,85.2674,46.6746,90.133,65.7997,145.331,146.523,145.029,144.975
20:20:16.868,85.3697,46.8312,90.2927,66.1158,145.329,146.522,145.029,144.974
20:20:16.891,85.4767,46.991,90.4574,66.4332,145.329,146.522,145.029,144.974
20:20:16.915,85.586,47.1539,90.6257,66.7509,145.33,146.523,145.03,144.973
20:20:16.939,85.6974,47.3195,90.7981,67.0688,145.33,146.523,145.028,144.972
20:20:16.962,85.8117,47.4876,90.9723,67.3879,145.33,146.522,145.028,144.97
